# f,ax,ay,az
1.750000000000000000e+01,5.199943228428460047e-07,1.253088069671492082e-06,1.646093199596800359e-06
1.800000000000000000e+01,1.084674950513877042e-06,1.252776158394902018e-06,7.359255913130666532e-07
1.850000000000000000e+01,2.216963096360514668e-06,1.813150190544593700e-08,5.791701015089188483e-07
1.900000000000000000e+01,6.704447479173414212e-07,2.068103648598952291e-07,9.710550240837679751e-07
1.950000000000000000e+01,9.590134819295635335e-07,9.818724308597450495e-08,4.379178466937034390e-06
2.000000000000000000e+01,8.785047762694563200e-07,9.577829958848652530e-07,1.528232418034753659e-06
2.050000000000000000e+01,2.320505996432643676e-07,1.055897370742205117e-06,2.734924736271524255e-06
2.100000000000000000e+01,1.381697616417068937e-06,1.031549603258010509e-06,6.657292935159323592e-06
2.150000000000000000e+01,1.492271831734343557e-06,1.472501817946384628e-06,1.939979369195916258e-06
2.200000000000000000e+01,8.492594726436524086e-07,8.827077574326480288e-07,6.437212469169201804e-06
2.250000000000000000e+01,4.726598296426535456e-07,1.805511118150332524e-07,5.521259482333189048e-06
2.300000000000000000e+01,3.617811846507981323e-07,9.919316170780612907e-07,5.209582131526975977e-07
2.350000000000000000e+01,7.435047457697400404e-07,1.524682639808733091e-06,5.287152512062948384e-07
2.400000000000000000e+01,1.310175121697834479e-06,1.381397476935404925e-06,1.768344207353342790e-06
2.450000000000000000e+01,6.449732978210340979e-07,1.133722872183467342e-06,2.130951022923302343e-06
2.500000000000000000e+01,6.317074274140102961e-07,8.119322159007514391e-07,2.173276372389360093e-07
2.550000000000000000e+01,3.562953800645933070e-06,4.387959162548226031e-07,1.185382480496628851e-06
2.600000000000000000e+01,1.813857592237149549e-06,6.632497239304661832e-08,1.687218000257575295e-06
2.650000000000000000e+01,2.488703213455957941e-06,9.989971029478385051e-07,1.559245719217777013e-06
2.700000000000000000e+01,1.321495753846732589e-06,5.718516874747144872e-07,1.180372215972551016e-06
2.750000000000000000e+01,1.961059855030306007e-07,8.798874886257118867e-07,5.458736422268540063e-06
2.800000000000000000e+01,1.827889250851327958e-07,3.094750734326497965e-06,3.360508898386593606e-06
2.850000000000000000e+01,1.161684234653342151e-06,1.631108120562272920e-06,7.613782357431667586e-07
2.900000000000000000e+01,1.906523578272178431e-06,2.106056243064332394e-07,3.254367590951667758e-07
2.950000000000000000e+01,2.034757817385544582e-06,3.716144029515434828e-07,3.295240983540642420e-06
3.000000000000000000e+01,1.134480901000989087e-06,1.383301151141065077e-06,1.100784679689971396e-05
3.050000000000000000e+01,2.191884295981589557e-07,3.236734876997859186e-06,7.981821101460848350e-06
3.100000000000000000e+01,1.171103544499207592e-06,2.398151542828191493e-06,8.065765014686859083e-07
3.150000000000000000e+01,2.595942158043282785e-06,1.637358970329782128e-06,1.441599655502893000e-06
3.200000000000000000e+01,1.151406215783817283e-06,7.699861113002259073e-07,2.114017330622033444e-06
3.250000000000000000e+01,2.243351017639859717e-07,3.784083486983089447e-07,1.355848888206039174e-06
3.300000000000000000e+01,1.114087937936528834e-07,8.424613917644154757e-07,1.922623448251555611e-06
3.350000000000000000e+01,1.343267719201062932e-07,1.249501520527683811e-06,1.292535734936952207e-06
3.400000000000000000e+01,1.520780883097329184e-07,8.143106764771382726e-07,1.371287209187668507e-08
3.450000000000000000e+01,7.755799573652883750e-08,1.586849131683913641e-07,1.597685580649022653e-06
3.500000000000000000e+01,2.902412694142087275e-07,3.011745815399622063e-07,8.430205705705082327e-07
3.550000000000000000e+01,9.595068490699850900e-07,9.616740553293821819e-08,1.352107523557910761e-06
3.600000000000000000e+01,1.150609846136610931e-06,5.124674377848375440e-07,5.966623024220943944e-07
3.650000000000000000e+01,1.505823138370906114e-06,8.217463953133969581e-07,4.043394461988362016e-07
3.700000000000000000e+01,3.179723265663803448e-06,4.090536971675280729e-07,2.634395592479321363e-06
3.750000000000000000e+01,1.330507940066416289e-06,1.331086613695280945e-07,3.464702263438962012e-06
3.800000000000000000e+01,6.159786269203718983e-07,3.731988141843038533e-07,2.417235919784885588e-06
3.850000000000000000e+01,1.949711611331333640e-07,9.671827867332572091e-07,3.819713536341164554e-06
3.900000000000000000e+01,1.742095662463814863e-07,4.208014772653064094e-06,3.343956409972738391e-06
3.950000000000000000e+01,4.850714664827890460e-07,2.391946239970471949e-06,3.144041037141254163e-06
4.000000000000000000e+01,7.823075491399138004e-08,1.687428302654257458e-06,2.069753994834055818e-06
4.050000000000000000e+01,1.046028000577782933e-06,2.750584533235702253e-06,2.878615999023545791e-06
4.100000000000000000e+01,4.798337965265295849e-07,2.751435780762658107e-06,2.639185055035634430e-06
4.150000000000000000e+01,1.021524774377559177e-06,1.891349526976298308e-06,1.096850597131497286e-06
4.200000000000000000e+01,8.434227661283985939e-07,8.179916233616242450e-07,8.836928105110147351e-07
4.250000000000000000e+01,3.604014916445322181e-08,1.420311985048439450e-08,2.455661806610917637e-06
4.300000000000000000e+01,2.072727199541267350e-06,1.913618869295357827e-07,9.503827881772977901e-06
4.350000000000000000e+01,1.086422829332335920e-06,2.893691773256964854e-07,6.611718294709494516e-06
4.400000000000000000e+01,1.025091866574771989e-07,3.461909303018033352e-07,5.167005221738707199e-07
4.450000000000000000e+01,5.434489902792542440e-08,6.860427431708389669e-08,5.323381928091876412e-07
4.500000000000000000e+01,8.982575208298217687e-07,1.681922402426364774e-07,7.446737765920858733e-07
4.550000000000000000e+01,4.118817229599816732e-07,1.732871921701231696e-07,1.296967628629335128e-07
4.600000000000000000e+01,7.174737160187903258e-07,1.577361474541253402e-07,5.641437524235853209e-07
4.650000000000000000e+01,2.092892189971450065e-06,5.905557779128188159e-07,1.977256243034455224e-07
4.700000000000000000e+01,1.130050114281700792e-06,1.628967785393907292e-06,1.072870280802752084e-06
4.750000000000000000e+01,8.936792880586422580e-10,1.721618173318999725e-06,5.879943400580640358e-06
4.800000000000000000e+01,6.004796894201165076e-07,1.889028753658180226e-07,5.573584482067452327e-06
4.850000000000000000e+01,4.123760409217498549e-07,2.632976718373069334e-09,1.702817133981901795e-06
4.900000000000000000e+01,2.322755919590444533e-06,9.763314833171029183e-07,6.414120290559929268e-07
4.950000000000000000e+01,1.656713812622123757e-06,1.728399273956140798e-06,1.294972025422453178e-06
5.000000000000000000e+01,2.372167698963075686e-08,5.965478035429705682e-07,3.422647164828843386e-06
5.050000000000000000e+01,1.011185582374164184e-07,6.750947676594358749e-07,1.128140999504378487e-06
5.100000000000000000e+01,1.016219944620247537e-06,7.043839163011435881e-07,8.947605538264347411e-07
5.150000000000000000e+01,3.880882200351530102e-07,1.483476275526927266e-07,2.808388156673009073e-06
5.200000000000000000e+01,5.336587597362370941e-07,1.002180115602528084e-07,2.012639520378558301e-06
5.250000000000000000e+01,3.535838687405880861e-07,2.089128027123972758e-06,1.151470540930237814e-06
5.300000000000000000e+01,1.675848455711120815e-06,4.835588702170448242e-06,8.556949287055369840e-07
5.350000000000000000e+01,1.796865224531773804e-06,1.293493134546558237e-06,7.903247511905124018e-07
5.400000000000000000e+01,2.049856473030320422e-07,2.849414207648276835e-07,6.537922558260080616e-07
5.450000000000000000e+01,2.330773999377746419e-07,8.963163760981219688e-08,5.831254191251175262e-07
5.500000000000000000e+01,7.382764938587901363e-07,1.654050659823825144e-08,5.148954739174260715e-07
5.550000000000000000e+01,7.590661768580323903e-07,1.381631963036823425e-07,1.765694229460244264e-06
5.600000000000000000e+01,1.408066154159674981e-06,2.596927638791095377e-07,7.894171894592241845e-08
5.650000000000000000e+01,5.143890734568121357e-07,4.210634415633748363e-08,4.678084278099082373e-08
5.700000000000000000e+01,1.268302147400176799e-07,3.203070663678206017e-07,7.641648383654878960e-07
5.750000000000000000e+01,1.020527778279584592e-06,6.461053896833574977e-07,2.787160470318419314e-07
5.800000000000000000e+01,1.973449126623129249e-06,8.699227833227120163e-07,2.474126894845856944e-06
5.850000000000000000e+01,2.045114235418635430e-07,7.228455302961733571e-08,2.480100808180997970e-06
5.900000000000000000e+01,3.791384911646549440e-08,1.983493684709033444e-07,2.429293958219797931e-06
5.950000000000000000e+01,9.383410670696410400e-08,9.804832192351990856e-08,4.129052357393961124e-07
6.000000000000000000e+01,4.418330217134598020e-08,4.424786875047956152e-07,3.322142658938088011e-07
6.050000000000000000e+01,5.273839124236068294e-09,2.563730234068616018e-07,7.558462116218059884e-07
6.100000000000000000e+01,3.436796547449978032e-07,3.833422786278438575e-08,1.392979647399142690e-06
6.150000000000000000e+01,3.993990427154336291e-07,1.013411940678288198e-07,7.938648285571589299e-07
6.200000000000000000e+01,2.641574354508704140e-07,1.731203519860116586e-07,7.428779646378055573e-07
6.250000000000000000e+01,3.409006881760539944e-07,2.481178319189404472e-08,4.016848159959641867e-07
6.300000000000000000e+01,3.612938810995693823e-07,7.277679012446168357e-07,2.391393014448270114e-06
6.350000000000000000e+01,7.074198174311427238e-07,1.048207841048273404e-06,9.946416775369880380e-07
6.400000000000000000e+01,1.131616458131006861e-06,1.242357801789776888e-07,9.370628191080632027e-07
6.450000000000000000e+01,3.095617161847300980e-06,5.075617767255127935e-07,5.183961781326887062e-08
6.500000000000000000e+01,2.161183281756053956e-06,2.661110218249553940e-07,1.108710893048209850e-07
6.550000000000000000e+01,3.762615820308965627e-07,2.725548442596678473e-08,8.981715581676084333e-07
6.600000000000000000e+01,4.858838336370517870e-08,1.355195169799615895e-07,4.534161270924803322e-06
6.650000000000000000e+01,3.361800070008972815e-07,5.814862587478795013e-08,1.422565399662370128e-06
6.700000000000000000e+01,3.078522866013132698e-07,2.639883732259169725e-07,2.088543800245601974e-07
6.750000000000000000e+01,7.426183529791562890e-07,1.428290124708338303e-07,4.166120519288820039e-07
6.800000000000000000e+01,4.678426870062839707e-07,3.454717378629003992e-07,1.690349610505937551e-06
6.850000000000000000e+01,1.227073527698503468e-07,5.410317079642531151e-07,1.925569566669430643e-06
6.900000000000000000e+01,1.187372659370477952e-07,1.281778564064101454e-07,6.297225820793098647e-07
6.950000000000000000e+01,1.003677388222680038e-06,1.287907776191893860e-07,1.104275870452496104e-06
7.000000000000000000e+01,9.821650404310086058e-07,6.205637439018727370e-07,2.407906853378895135e-07
7.050000000000000000e+01,4.415912560159893638e-07,1.008122228620836702e-06,1.784883796948292703e-06
7.100000000000000000e+01,1.030961170506317039e-06,5.163990681482890514e-07,2.648748909716425560e-06
7.150000000000000000e+01,1.982044245234343813e-07,2.269624885658594218e-07,1.363581921530108706e-06
7.200000000000000000e+01,6.442226982405652721e-07,6.260773065908901576e-07,2.054628343711350809e-07
7.250000000000000000e+01,2.467848273881739694e-06,6.654115013225629770e-07,2.923446863700257482e-06
7.300000000000000000e+01,4.015013706393450564e-07,6.798808373695403473e-07,1.414614502325674704e-06
7.350000000000000000e+01,1.831631821711123849e-06,7.267037727069056269e-07,1.286365664899365228e-06
7.400000000000000000e+01,7.857105283368172737e-07,1.252615143255733077e-06,3.003201079427782233e-06
7.450000000000000000e+01,1.223190906989122368e-08,2.076847358482312224e-06,4.979078612576728880e-06
7.500000000000000000e+01,3.165771815778298736e-07,1.612763496382615132e-06,5.574184858496467030e-06
7.550000000000000000e+01,5.576690439946393566e-08,1.120948496473420147e-06,2.546799527895370252e-07
7.600000000000000000e+01,1.426296198820528630e-06,8.728110244793019847e-08,2.782011155964910839e-06
7.650000000000000000e+01,1.741943057012452461e-06,4.904641561771142721e-07,3.655462481512058248e-06
7.700000000000000000e+01,9.057528095800214737e-07,2.422816434323222287e-07,1.294461239296894319e-06
7.750000000000000000e+01,1.118054814894051245e-06,9.921568028495346108e-08,1.684139331293092405e-06
7.800000000000000000e+01,2.553533891794391546e-06,2.546814460133371748e-07,4.227885897227936336e-06
7.850000000000000000e+01,1.645878069449676188e-06,6.709455414673809556e-07,2.804198659415092820e-06
7.900000000000000000e+01,1.474381025756651366e-07,3.976718768659223801e-07,3.294653542855761425e-06
7.950000000000000000e+01,7.986310459227586762e-07,3.770576257263375584e-07,1.523466206284966789e-06
8.000000000000000000e+01,4.310876930372900167e-07,8.510839200046476703e-07,1.216962202150468898e-06
8.050000000000000000e+01,2.085115729543092106e-07,7.953095168765715641e-07,1.513864023472266039e-06
8.100000000000000000e+01,5.685612876124165870e-07,2.231073056910235688e-07,3.921390541929451312e-07
8.150000000000000000e+01,2.449668950570756470e-06,1.663166416592511781e-06,2.212042808845735738e-06
8.200000000000000000e+01,4.172426288319459034e-06,9.044303138140199739e-07,1.142712938227195846e-06
8.250000000000000000e+01,2.573262579908009883e-06,7.136649494974368854e-07,9.761246017336315899e-07
8.300000000000000000e+01,5.950648063058762493e-07,6.077060505091587557e-07,1.442661230320970791e-06
8.350000000000000000e+01,4.128447080731810144e-07,1.817176763601351975e-07,9.300968545041522303e-07
8.400000000000000000e+01,5.245010231919118546e-07,7.875115336319962607e-07,1.861956795668987044e-06
8.450000000000000000e+01,4.996262847005900574e-07,8.408699845458443694e-07,1.957513817151348204e-06
8.500000000000000000e+01,7.601225336189417545e-08,9.339090872346709012e-07,2.459032189598888150e-06
8.550000000000000000e+01,2.340284902040934915e-06,2.981974156237284899e-07,9.526152672670796524e-07
8.600000000000000000e+01,1.819614742657661813e-06,4.286119376666608909e-07,1.054873541880589536e-06
8.650000000000000000e+01,6.496745754894629576e-07,1.588254591001485618e-07,3.548230232049245381e-06
8.700000000000000000e+01,2.641724883740294089e-07,1.387656147899154404e-06,2.699070821227136598e-06
8.750000000000000000e+01,3.057122702431242157e-07,1.366468373519741647e-06,4.584292433366320854e-06
8.800000000000000000e+01,4.711025644860099953e-07,3.606363199612943235e-07,3.637566847346244866e-06
8.850000000000000000e+01,6.686134701838315512e-07,1.495471966222489636e-07,2.579154034846790834e-06
8.900000000000000000e+01,4.995784753246173345e-07,1.808857324268099791e-07,2.531896761524372115e-06
8.950000000000000000e+01,1.192632257069712758e-06,7.294472464411066209e-07,5.892323893229521429e-07
9.000000000000000000e+01,8.923577562711081322e-07,5.332070470367140903e-07,1.823642872757135387e-08
9.050000000000000000e+01,1.154495646531640233e-06,1.029908617996214827e-06,3.379931933206802812e-07
9.100000000000000000e+01,1.096507799866023240e-06,1.524058886102117537e-06,1.260241819653259544e-07
9.150000000000000000e+01,3.977965702008223272e-07,1.357411398377028942e-06,1.226048382639890991e-06
9.200000000000000000e+01,2.831318999545097035e-07,3.960662863796198775e-08,2.337805848211469737e-06
9.250000000000000000e+01,3.304677239478168111e-07,5.446125609857995754e-07,1.997975490693553965e-06
9.300000000000000000e+01,1.045123070095313861e-06,1.581939700197922655e-06,3.277215284093591323e-06
9.350000000000000000e+01,4.438370133278895244e-07,1.492115367625274241e-06,1.825650922777879062e-06
9.400000000000000000e+01,6.771027302306706808e-07,4.090697838170028796e-07,7.203881865237572558e-07
9.450000000000000000e+01,2.017986610600982493e-06,6.302085783450022434e-07,2.030030798731294958e-06
9.500000000000000000e+01,6.676084246771631708e-07,6.806371876684110616e-07,8.734368835844263568e-08
9.550000000000000000e+01,1.104523437732702498e-07,4.868758268808475902e-07,1.110558001176759856e-07
9.600000000000000000e+01,1.066519962912394316e-06,6.447975753159171849e-07,2.192626707045308196e-06
9.650000000000000000e+01,3.878472692689408426e-06,3.818214969098863794e-07,3.669578811358500649e-06
9.700000000000000000e+01,9.748735796146633876e-07,2.090773890279915910e-06,2.029627591386385348e-06
9.750000000000000000e+01,5.712175523423985266e-08,1.597230643295848087e-06,9.398297496203736357e-08
9.800000000000000000e+01,5.897237492484065035e-07,3.065241980718162099e-06,2.277603040573818688e-06
9.850000000000000000e+01,5.425019002016409617e-07,3.466498196811061568e-06,2.165747521229872653e-06
9.900000000000000000e+01,9.411457907980796920e-07,1.557365538090536006e-06,1.035136991425653412e-06
9.950000000000000000e+01,5.858820450170914930e-07,5.063043626257656488e-08,1.324367665802541370e-06
1.000000000000000000e+02,6.649071672802856736e-07,1.014481773324413660e-06,3.641209344870754510e-07
1.005000000000000000e+02,9.544923180223222930e-07,1.588789301612698298e-06,9.032815021030975895e-07
1.010000000000000000e+02,3.241344115181278746e-07,1.187602557486663552e-06,1.685159969489554262e-06
1.015000000000000000e+02,8.563658488578388490e-08,5.427429601607135883e-07,6.495873415292896316e-07
1.020000000000000000e+02,2.690892838499253820e-07,2.185538512549082937e-07,1.550074221494813323e-06
1.025000000000000000e+02,2.191677809079716906e-07,1.227174913236807149e-06,1.181180785076808612e-06
1.030000000000000000e+02,4.752506655034464209e-07,3.838428504983150315e-07,5.339182969739835004e-06
1.035000000000000000e+02,8.939358072462805533e-07,3.263031390840469583e-07,1.303642243295279844e-06
1.040000000000000000e+02,2.237584798460634401e-06,2.334773076352371029e-06,1.709307972857350854e-08
1.045000000000000000e+02,4.293496159608375269e-06,2.223893865131172034e-06,1.385576017905532908e-06
1.050000000000000000e+02,1.775101267912861592e-06,2.615301702056308427e-06,8.943987345183452285e-07
1.055000000000000000e+02,4.671388183834553488e-07,3.188642819519041308e-06,6.617361355898130265e-07
1.060000000000000000e+02,3.107227481386981328e-07,1.257595372278298159e-06,2.275963378494742870e-06
1.065000000000000000e+02,5.643326308320923807e-07,6.814849084159074190e-07,6.689370239526841151e-07
1.070000000000000000e+02,5.537953852593218736e-06,5.061313470037932475e-08,1.622044665343831868e-06
1.075000000000000000e+02,5.246503736287525839e-06,7.734629971089209308e-07,2.377746363185252308e-06
1.080000000000000000e+02,1.114835624004987281e-06,2.531181516241470331e-06,7.488056895261347521e-07
1.085000000000000000e+02,4.608995469239571430e-07,1.109264316621860310e-06,1.117270859335964757e-06
1.090000000000000000e+02,9.652489935291178091e-07,5.146001658996123903e-07,2.612666541380480908e-06
1.095000000000000000e+02,1.739899776650592762e-06,2.064494156241168723e-07,1.015644658743097415e-06
1.100000000000000000e+02,2.307138730109433742e-07,5.232409207750788956e-07,3.107687434366912927e-07
1.105000000000000000e+02,1.609824627757101025e-06,1.299940236019571425e-06,1.123314557644723527e-07
1.110000000000000000e+02,1.394869244833191165e-06,7.973123182885437604e-07,1.578024891044155350e-06
1.115000000000000000e+02,1.803331976029802335e-07,4.179279008033295205e-06,5.880236071881043146e-06
1.120000000000000000e+02,8.546795413831138789e-08,5.505564812204590756e-06,9.307513072835926885e-06
1.125000000000000000e+02,4.868661794840212821e-07,2.398303472156297349e-06,2.885709641979838705e-06
1.130000000000000000e+02,4.793544339925033397e-07,8.566892013439728705e-08,4.260428450343663160e-07
1.135000000000000000e+02,1.178183874541555336e-06,2.703226414963078905e-07,9.869403758354595712e-07
1.140000000000000000e+02,3.344682911542257663e-06,1.874501263288343712e-07,3.168239024054172104e-06
1.145000000000000000e+02,3.861598660021817258e-06,3.742406663736992651e-07,6.494967362700343408e-06
1.150000000000000000e+02,1.202137726290333830e-06,6.068692038713069541e-07,4.014194954145531006e-06
1.155000000000000000e+02,2.158032444369331333e-07,4.038886833283260500e-07,6.615032256734183906e-07
1.160000000000000000e+02,7.731756462749608979e-07,9.275080526974117765e-07,1.251523176329711181e-06
1.165000000000000000e+02,8.182044000908139301e-07,1.733331638171258187e-06,1.842443483586745448e-06
1.170000000000000000e+02,1.740177654816349730e-06,1.233520853394809966e-06,1.364597089006173128e-06
1.175000000000000000e+02,9.572939639218767194e-07,7.679993868801500207e-07,2.830641746742839082e-06
1.180000000000000000e+02,4.599906207531581426e-07,1.290759947437491318e-06,2.995129336692743600e-07
1.185000000000000000e+02,5.306082019785595321e-07,6.789957132697718330e-07,1.614347086678306172e-06
1.190000000000000000e+02,6.609254599568808862e-08,1.268475403211506867e-07,9.701501599773353966e-07
1.195000000000000000e+02,2.013507361488048517e-07,7.263156538698520832e-08,1.657227988712851366e-06
1.200000000000000000e+02,7.307341724599569154e-07,2.606950950436413542e-07,1.806540033412277024e-06
1.205000000000000000e+02,1.179117313858532353e-06,9.241151220230960269e-07,1.530155407953274913e-06
1.210000000000000000e+02,8.876815334551670715e-08,1.203965820594755332e-06,2.102647624285713909e-06
1.215000000000000000e+02,1.590080040819678595e-07,4.902609578881546247e-07,1.650202548535566252e-06
1.220000000000000000e+02,3.192519718741964531e-07,2.927874075118620966e-07,8.702124910207041767e-07
1.225000000000000000e+02,7.118790425978045255e-07,2.283604089928363142e-07,6.123939889052490523e-07
1.230000000000000000e+02,3.322055191014428156e-07,3.884573190951796510e-07,4.050333021380323120e-06
1.235000000000000000e+02,1.161469407635861813e-06,1.045449202078205862e-06,3.372093540260255683e-06
1.240000000000000000e+02,8.477700959705322578e-07,3.630677898595626900e-07,2.572969207336108575e-06
1.245000000000000000e+02,8.865221136397405745e-09,2.637022259398758415e-07,2.091388570704140014e-06
1.250000000000000000e+02,1.373558807099364203e-07,2.156335555488070039e-06,1.244622665681021176e-07
1.255000000000000000e+02,1.133897602751265859e-07,1.690383405147674043e-06,2.574466603948133698e-06
1.260000000000000000e+02,4.742573806132590651e-08,1.096062481517339172e-08,4.030408787038340302e-06
1.265000000000000000e+02,1.918462339263863365e-07,6.454718151620106568e-07,2.935458062756171524e-06
1.270000000000000000e+02,3.231612412856199781e-07,7.411061334316030956e-07,8.222028765162799162e-07
1.275000000000000000e+02,4.050778000455022510e-08,4.223003390443859311e-07,5.886587935699330372e-06
1.280000000000000000e+02,1.480946353481911337e-06,1.285728567631061730e-07,9.761877843260058455e-06
1.285000000000000000e+02,1.699986612541823216e-06,8.348902311074630678e-08,4.497566967343694698e-06
1.290000000000000000e+02,9.156524690506073927e-07,8.343760720680653735e-07,1.406924562619564347e-06
1.295000000000000000e+02,7.308544049363866091e-07,8.963388219670696946e-07,3.739071462979948874e-07
1.300000000000000000e+02,2.654252697486967689e-07,2.280531658497124304e-07,1.081107213159382298e-06
1.305000000000000000e+02,1.159175648001036156e-07,1.435776234614587049e-06,4.825948745039849445e-06
1.310000000000000000e+02,7.214871498853077903e-07,1.677097823179037612e-06,2.210523436819582456e-06
1.315000000000000000e+02,1.876289802939120673e-06,4.517457310036063265e-07,1.379628053893627916e-06
1.320000000000000000e+02,1.168416985315076773e-06,2.424838927704453081e-07,9.989194187511532716e-07
1.325000000000000000e+02,1.046754141401030991e-06,1.704785400802974526e-07,3.558065664669481115e-06
1.330000000000000000e+02,1.704077643590152229e-06,1.023564886040654541e-06,7.332988028905075152e-06
1.335000000000000000e+02,1.135549192604217514e-06,2.075313752938328035e-06,4.569510266406872076e-06
1.340000000000000000e+02,3.788289137801614818e-07,8.713089307726582610e-08,2.746510243845871535e-06
1.345000000000000000e+02,3.526584178037751444e-07,4.446663335543127699e-07,1.674955410742331718e-06
1.350000000000000000e+02,3.007252159919668228e-07,2.194821175645932062e-07,2.298643094300937461e-07
1.355000000000000000e+02,1.314677491358792521e-10,1.498314187445855296e-06,1.259984979611012768e-06
1.360000000000000000e+02,2.794644008294421529e-07,3.249447002236130552e-06,3.626128868251160094e-06
1.365000000000000000e+02,7.332639706954670069e-08,1.882157442151431861e-06,2.761092188511853281e-06
1.370000000000000000e+02,3.817654344077687716e-07,1.971763105974600406e-07,2.547870512539689545e-06
1.375000000000000000e+02,9.157607219263803574e-07,3.276346608839431631e-06,2.617975218309859752e-06
1.380000000000000000e+02,4.804380249280549953e-07,3.612739366391988232e-06,3.363993303849158000e-06
1.385000000000000000e+02,1.351342980538894471e-07,1.222957515233153785e-06,3.340469170087806619e-06
1.390000000000000000e+02,3.884276124670709189e-07,2.010407337189144405e-07,6.181636802641495866e-07
1.395000000000000000e+02,2.054325768130712749e-07,1.077846006080036511e-07,6.640072720794224996e-07
1.400000000000000000e+02,3.863121544246262469e-07,8.155026285107789401e-07,4.141366149538496735e-06
1.405000000000000000e+02,1.845577959695641790e-07,1.292173235006928827e-06,1.045368156205876947e-06
1.410000000000000000e+02,1.821497783999056042e-07,1.260274177736932699e-06,5.925559182779034856e-07
1.415000000000000000e+02,2.873524187572077224e-07,3.765846163858563468e-07,1.123545742849548885e-06
1.420000000000000000e+02,1.584901847383517342e-06,1.121875216454409666e-07,5.049096654800040837e-06
1.425000000000000000e+02,3.783329921582315102e-06,2.398242886217275135e-08,3.156518255752997911e-06
1.430000000000000000e+02,1.621612147045021475e-06,1.782410568314547994e-07,1.227564784775904472e-06
1.435000000000000000e+02,1.812524667284518124e-07,2.363934276373719955e-07,1.871410381519649041e-08
1.440000000000000000e+02,1.343556420437115196e-06,8.203455647272739094e-08,6.041320467932161342e-06
1.445000000000000000e+02,1.601749537444460654e-07,1.149477865928602251e-06,5.375089614341279971e-06
1.450000000000000000e+02,1.198480889963744417e-06,3.015934707969613447e-06,7.067837806031572134e-07
