# f,ax,ay,az
3.350000000000000000e+02,5.926601361090173537e-07,1.446199121197009389e-06,3.993588073676836512e-06
3.355000000000000000e+02,3.095554332190578383e-07,7.617594278813000614e-08,2.041633230408966687e-06
3.360000000000000000e+02,5.694170323289704505e-08,2.414091935012851572e-06,4.441292141128312917e-09
3.365000000000000000e+02,4.641597422457284525e-07,3.747016703183048481e-06,5.456412549314647186e-07
3.370000000000000000e+02,8.465622229437462611e-08,3.783206388752963513e-06,1.425819708638940555e-06
3.375000000000000000e+02,2.553977994916243089e-07,2.742098276701161661e-06,4.521288675203613823e-07
3.380000000000000000e+02,3.180289045049157486e-07,1.767552112923107471e-07,9.903872461277907807e-07
3.385000000000000000e+02,7.532496348325931474e-08,1.673850923253209842e-06,8.383087195626354470e-07
3.390000000000000000e+02,1.782331835802397578e-07,1.174927262307418929e-06,1.992366939304009978e-07
3.395000000000000000e+02,1.684659125071372903e-06,9.368073830607736266e-07,9.197916339538030390e-08
3.400000000000000000e+02,7.049970064743572622e-07,3.435617946267298044e-06,3.354488236484206831e-07
3.405000000000000000e+02,6.769349585246126083e-07,1.259578570514258009e-06,2.073232352732098569e-06
3.410000000000000000e+02,8.597107082968408311e-08,5.488237576412429411e-07,3.635694888268661344e-06
3.415000000000000000e+02,2.432182809591570967e-09,1.732456776943770298e-06,1.848559561771619195e-06
3.420000000000000000e+02,2.753174165841366876e-07,1.819452906115719692e-06,4.278773342475155286e-07
3.425000000000000000e+02,5.959050888757630505e-07,1.288635687849236294e-06,2.660083296789226045e-06
3.430000000000000000e+02,1.688719679399712886e-06,2.254988025718652485e-06,6.328935737410149043e-07
3.435000000000000000e+02,1.235379540052441465e-06,1.947322318188828884e-06,2.126418191384001653e-06
3.440000000000000000e+02,5.065308716231448874e-07,3.183176237637838634e-07,3.726579565950965920e-06
3.445000000000000000e+02,3.340905880192863162e-07,4.347289471193406103e-07,1.479414845370733863e-07
3.450000000000000000e+02,4.497036453684275022e-06,8.726292468229404291e-09,2.069825922714305296e-06
3.455000000000000000e+02,5.269619374192281236e-06,3.707807810432587300e-07,5.151826515414336436e-07
3.460000000000000000e+02,3.367321147269347674e-06,1.616222253187438250e-06,1.233664598340435512e-06
3.465000000000000000e+02,1.828613217686818079e-06,1.762339769712700509e-06,6.957692946555368726e-07
3.470000000000000000e+02,1.137777667746029611e-07,1.621456933366224866e-07,1.597577419609287419e-06
3.475000000000000000e+02,6.693591927557753250e-08,8.572429763127337898e-08,6.575554933855734605e-06
3.480000000000000000e+02,5.563657290107151423e-07,2.660629522110085625e-07,5.702006804788542262e-06
3.485000000000000000e+02,1.031004372650475707e-06,3.336587831573455852e-08,3.295694595690843498e-06
3.490000000000000000e+02,2.524695361545268727e-06,1.804260333677749417e-06,1.666399474792585289e-06
3.495000000000000000e+02,8.880105701362471804e-07,7.523199489814928890e-07,1.378470659897303853e-08
3.500000000000000000e+02,7.692017551826688946e-07,3.704445594352390865e-07,1.752650456441018054e-07
3.505000000000000000e+02,9.843377268717297759e-07,9.849519326464744538e-08,4.983589838926732402e-07
3.510000000000000000e+02,3.393568438143080135e-07,1.394753777446410247e-07,1.157694953833911381e-07
3.515000000000000000e+02,4.087297293729715866e-07,2.240311417564198885e-07,3.771420573463639993e-07
3.520000000000000000e+02,8.279547131780966140e-07,4.870820946113931629e-07,3.009743518100442708e-06
3.525000000000000000e+02,5.295722445631598976e-07,3.748810927227291382e-07,3.038968085755235112e-06
3.530000000000000000e+02,5.017277114084976680e-07,9.661494098910335089e-08,2.188017676774225186e-06
3.535000000000000000e+02,4.435803117065199653e-06,1.418454953142324848e-06,4.214652033608262433e-06
3.540000000000000000e+02,3.589033115845193425e-06,1.106690238592249972e-06,2.223677198679230708e-06
3.545000000000000000e+02,8.745722872145989603e-08,3.482403506844440194e-07,2.800201795777195657e-07
3.550000000000000000e+02,5.330901797568445635e-07,5.925980178733872714e-07,5.955534435962971707e-07
3.555000000000000000e+02,5.178235389213328611e-07,4.198454353329360423e-07,1.097323896664678115e-06
3.560000000000000000e+02,9.471138019968056167e-08,1.367277597143150385e-07,2.343067891756043559e-06
3.565000000000000000e+02,4.082966697895595650e-09,4.028915990816700234e-07,1.810244695948405083e-06
3.570000000000000000e+02,2.557327354210153732e-08,7.204982168603027376e-08,7.776048161778086018e-07
3.575000000000000000e+02,2.363130419704210007e-07,2.264688710752464066e-07,7.910111098623552306e-07
3.580000000000000000e+02,4.412897959077941679e-07,2.426203808011432632e-08,1.078319233208259892e-06
3.585000000000000000e+02,1.123378911403956959e-06,1.224857887956906391e-06,8.172125562963446452e-07
3.590000000000000000e+02,6.318234036745093942e-07,2.551825188211129489e-06,3.397942679517902231e-06
3.595000000000000000e+02,3.067667378125494920e-09,9.270262621398168200e-07,9.666459318259965136e-07
3.600000000000000000e+02,2.457803257384160419e-07,9.534701098146921166e-07,3.927994317873995223e-07
3.605000000000000000e+02,1.156638446525401184e-06,8.296971146258651121e-07,8.998583584165250488e-07
3.610000000000000000e+02,1.134196741334517043e-06,1.279331015576975640e-07,1.687746558941825268e-07
3.615000000000000000e+02,4.165553009386298360e-07,2.037973039181631965e-07,2.531648440597143822e-06
3.620000000000000000e+02,1.994619444542135018e-07,1.046004840473751884e-06,5.426588559437429370e-06
3.625000000000000000e+02,4.340040012754689880e-07,9.472911885360606055e-07,2.322878428499009047e-06
3.630000000000000000e+02,1.301724819590283387e-07,5.545270165986054943e-07,3.723594041911977187e-07
3.635000000000000000e+02,7.214439872231550028e-08,1.255668265993471894e-06,1.412032697781202091e-06
3.640000000000000000e+02,1.210939264353804226e-07,1.747778091595893986e-07,9.388324980467609357e-07
3.645000000000000000e+02,1.698463224761940995e-06,1.131627167162149498e-06,1.308145551689137303e-06
3.650000000000000000e+02,1.167725527497758079e-06,1.152104889449187078e-06,1.223800420308919985e-06
3.655000000000000000e+02,2.141775456289660994e-08,5.344054433768410065e-07,1.792350233711771504e-06
3.660000000000000000e+02,6.967884012348515356e-07,5.545850577930538215e-07,1.054371841460938858e-06
3.665000000000000000e+02,1.907116995512441009e-06,1.502311245643305668e-06,2.524324935715591271e-06
3.670000000000000000e+02,4.897699044630409832e-07,2.429479070247754684e-07,1.032073231352217287e-06
3.675000000000000000e+02,1.158913604307731560e-06,1.214362700962462657e-07,1.028164248523308251e-06
3.680000000000000000e+02,1.209232850447113486e-06,5.361962603175452762e-07,1.449489670361699015e-06
3.685000000000000000e+02,8.439310709888958558e-07,1.572825876620667050e-06,7.565216833248157653e-08
3.690000000000000000e+02,6.283939443427344557e-07,1.961873496638253520e-06,7.340561091604986786e-07
3.695000000000000000e+02,1.711857598063498036e-06,8.673180815447167113e-07,5.823902430393496539e-07
3.700000000000000000e+02,4.741078938010365836e-06,4.713932975522392070e-07,3.622424686264906814e-06
3.705000000000000000e+02,5.753261328271014910e-06,1.042654521020779913e-06,2.227598737153985971e-06
3.710000000000000000e+02,1.607590427597059520e-06,2.888028386724240568e-07,4.287791011786757504e-07
3.715000000000000000e+02,2.538041672298989672e-07,3.318505031086693328e-08,3.368718711905137119e-06
3.720000000000000000e+02,2.617641044504989140e-07,4.310412072424832566e-07,3.926632033254184601e-07
3.725000000000000000e+02,3.409690049408054258e-07,1.821803724567823601e-06,1.428289093576221776e-06
3.730000000000000000e+02,8.848776694304224206e-07,1.533616718822037320e-06,3.776524914634402401e-06
3.735000000000000000e+02,2.127163163818725142e-07,2.043106275799857788e-07,4.346379398171268818e-06
3.740000000000000000e+02,1.105513925810426355e-06,5.404358260306813203e-07,2.565642083261018208e-06
3.745000000000000000e+02,3.307749510155580926e-07,3.738512943023231168e-08,4.413214046451718087e-07
3.750000000000000000e+02,5.387754232690792637e-08,7.185831678815616565e-08,5.158624966549463259e-07
3.755000000000000000e+02,2.766227272809395904e-07,8.968502100554007802e-07,1.659753348365477926e-06
3.760000000000000000e+02,1.814172087872825523e-06,8.638515298136866735e-07,3.583662470266543173e-06
3.765000000000000000e+02,2.741422942541793744e-06,9.638531902031257231e-07,4.675305388459278635e-06
3.770000000000000000e+02,7.599647012320433954e-07,5.202232399246535965e-07,3.488066954999342905e-07
3.775000000000000000e+02,8.493179011431200804e-07,4.603348194644801029e-08,5.144617581956458572e-07
3.780000000000000000e+02,5.562163988328082303e-08,5.896330055940809718e-07,1.353052886831329800e-06
3.785000000000000000e+02,1.326206693294001043e-06,4.466654281917270199e-06,2.051087237337357885e-06
3.790000000000000000e+02,8.996674661422329005e-07,3.475995529064227575e-06,2.236111114691926757e-06
3.795000000000000000e+02,1.852791629404430058e-07,5.461708990996607899e-07,4.009481605833975914e-07
3.800000000000000000e+02,1.415995385772753626e-07,9.677482378073547780e-07,2.255292955944477410e-07
3.805000000000000000e+02,1.632810621367344422e-08,1.089486407464406340e-07,5.810003173024907250e-07
3.810000000000000000e+02,1.743581235527075072e-06,2.277794575082717958e-08,1.176987506896944270e-06
3.815000000000000000e+02,2.739836102057947532e-06,3.599100072198491720e-07,4.686794541622765050e-06
3.820000000000000000e+02,1.194091484580449395e-06,7.991803696704238798e-07,3.373880272541823803e-07
3.825000000000000000e+02,7.989686604472857235e-07,1.120909006388105405e-06,3.897485311036655277e-07
3.830000000000000000e+02,2.664648516575727333e-07,6.314097880274730232e-07,9.265298823699311786e-07
3.835000000000000000e+02,6.892929613426141278e-07,7.481813234661369497e-07,1.662564187097149783e-06
3.840000000000000000e+02,1.781513357827039870e-06,2.887662652517526910e-06,1.221898669133474438e-06
3.845000000000000000e+02,8.027191454701738537e-07,9.138416846667095357e-07,7.490579718055459720e-07
3.850000000000000000e+02,3.484689402471706354e-07,2.846317734440583471e-07,4.771981366413568036e-07
3.855000000000000000e+02,7.315731567964845016e-07,3.591500972369781310e-07,1.444716111554438343e-06
3.860000000000000000e+02,1.009601243525647892e-06,8.533004448864990382e-08,1.361987228446048912e-06
3.865000000000000000e+02,5.047296307592676566e-07,1.213283043825377382e-06,2.141820101297271235e-06
3.870000000000000000e+02,7.506100754678894361e-07,4.588375401190037032e-07,8.551853847122399009e-06
3.875000000000000000e+02,1.471588698949704457e-06,1.010628988436849433e-06,5.311958558306927409e-06
3.880000000000000000e+02,1.219679549554388601e-07,6.895841993585191853e-07,2.692540876311770484e-06
3.885000000000000000e+02,1.087258381887326159e-06,2.121238263090103295e-07,5.613654486000657296e-07
3.890000000000000000e+02,4.163299140154477920e-06,2.714851554398508527e-06,4.211336148081815381e-09
3.895000000000000000e+02,1.494260234303165575e-06,3.118718555802928752e-06,4.735789451272122461e-07
3.900000000000000000e+02,2.339894187253054976e-07,6.405119552221819373e-07,1.982447633258027581e-06
3.905000000000000000e+02,1.348948639932656178e-06,7.673482517944415788e-07,2.957239636426178731e-06
3.910000000000000000e+02,8.932221073425395089e-07,5.457409554157049411e-06,1.947865740693771060e-06
3.915000000000000000e+02,6.949846448290423958e-07,3.577084698672988212e-06,1.730162072320026651e-06
3.920000000000000000e+02,4.816058926699443481e-08,5.253044270536670981e-07,2.783361743813187344e-06
3.925000000000000000e+02,4.012699302401666135e-07,1.778091710460091957e-06,2.479048373545768667e-06
3.930000000000000000e+02,3.159578215642944233e-07,2.138494610283477073e-07,8.418154869976572036e-07
3.935000000000000000e+02,2.932547183296619116e-07,4.185814389315349213e-07,7.701273857817880821e-07
3.940000000000000000e+02,3.341454933229173023e-08,4.892557909541584247e-07,8.594610165631362239e-07
3.945000000000000000e+02,6.008204154804041321e-07,2.060619854757386036e-07,6.809718276896833416e-07
3.950000000000000000e+02,2.926463270022266185e-07,3.549819859109333448e-08,4.804211117368611883e-06
3.955000000000000000e+02,3.724982751621279523e-07,6.119639308099357073e-07,5.449275669113426402e-06
3.960000000000000000e+02,4.538695688704472094e-06,3.017929760047958054e-06,5.836131620153680413e-06
3.965000000000000000e+02,7.250798574867605060e-06,2.316489254069040762e-06,8.141517061303104229e-07
3.970000000000000000e+02,1.718566564679534504e-06,1.696253013539275262e-06,2.653376709337424766e-07
3.975000000000000000e+02,1.053119941524656384e-06,1.001726772912257026e-06,3.617033203636238219e-07
3.980000000000000000e+02,4.650495107866788003e-08,1.083460290812092264e-07,1.600319698601602440e-07
3.985000000000000000e+02,4.676518806860319149e-07,7.217767270241484668e-07,1.797298595055938286e-06
3.990000000000000000e+02,1.117800924009946636e-07,9.893622477311109411e-07,7.840296648895688894e-06
3.995000000000000000e+02,1.311276633358714313e-06,2.312789020066828879e-06,7.187771978835382667e-06
4.000000000000000000e+02,2.696322479991642474e-06,4.128452631166702180e-06,1.203032819714236712e-06
4.005000000000000000e+02,2.210677513435631081e-06,1.101671079436523923e-06,2.648040869806129107e-06
4.010000000000000000e+02,7.535719574177753860e-07,1.466329034219866372e-06,9.885943280999430222e-07
4.015000000000000000e+02,4.223440936894326535e-07,3.867201369858085770e-07,1.327844509341677006e-06
4.020000000000000000e+02,1.310611683303097742e-06,2.025057148380460393e-06,2.364643584979269092e-06
4.025000000000000000e+02,2.825282650231223301e-06,1.073851863548630631e-06,1.371476888851230350e-06
4.030000000000000000e+02,2.918454379089942922e-06,3.020297834013825686e-07,1.719800737688025865e-06
4.035000000000000000e+02,2.902332235873849458e-06,1.507469937886060488e-06,1.548669209573608064e-06
4.040000000000000000e+02,4.055002144249446414e-06,2.370658092170046564e-06,2.480022807984591323e-06
4.045000000000000000e+02,9.321205864786104276e-07,4.687359153062738312e-07,2.579192025995422098e-06
4.050000000000000000e+02,1.458814366134849478e-07,1.316409356774775809e-07,9.290682883012431160e-07
4.055000000000000000e+02,3.809705049823398212e-07,5.444248964420777444e-07,1.147285180906975679e-07
4.060000000000000000e+02,3.316086640549827222e-07,1.865095855571412652e-07,1.293910683380462967e-06
4.065000000000000000e+02,9.286894802986442886e-08,1.982089345468377974e-07,8.157998357064494296e-07
4.070000000000000000e+02,3.722741860591013287e-07,2.676239528215826665e-06,1.541898215944650258e-07
4.075000000000000000e+02,1.125709166041666271e-06,3.794785412813876784e-06,1.270256503738708670e-06
4.080000000000000000e+02,1.018338842135918222e-06,5.013809064495088025e-07,1.943501689839406466e-07
4.085000000000000000e+02,1.668600208360680935e-06,3.956400157134902780e-07,4.693368990511484221e-07
4.090000000000000000e+02,8.059327805856763691e-07,8.112511993995171418e-07,4.449052150466953232e-07
4.095000000000000000e+02,3.181111691930397217e-08,1.164291471352430816e-06,2.063792438470915944e-06
4.100000000000000000e+02,2.628579151772041296e-07,3.550277033668062438e-07,4.015534988409245875e-06
4.105000000000000000e+02,5.228236309871193372e-07,4.066126763241643583e-07,5.955600307935947208e-07
4.110000000000000000e+02,1.917595890540825334e-07,1.712772227634767849e-06,3.374507870052259189e-07
4.115000000000000000e+02,4.977959691437809968e-07,2.221270711716940938e-06,5.184764052547247805e-07
4.120000000000000000e+02,1.378447216116950234e-06,1.222142460346786287e-06,3.241989982707414517e-07
4.125000000000000000e+02,9.022501493680159438e-07,4.183815068256025656e-07,7.723860808469982364e-07
4.130000000000000000e+02,5.609800035457165494e-08,5.426485896778844601e-07,2.590839482805034623e-06
4.135000000000000000e+02,4.727958625778363173e-07,2.883919022265985079e-06,2.504327708927372358e-06
4.140000000000000000e+02,1.236673963420718563e-06,2.109411903290918291e-06,4.221946202778418690e-07
4.145000000000000000e+02,7.573058539441066168e-07,5.578064186543853285e-07,2.117629385933702983e-07
4.150000000000000000e+02,1.867811118107249644e-06,2.174809773620771072e-06,2.044238294685375385e-07
4.155000000000000000e+02,4.912179241483837644e-06,5.117273477485906739e-06,1.258248683770058796e-06
4.160000000000000000e+02,4.151255951394913388e-06,3.483301641603743155e-06,3.431963402863628480e-07
4.165000000000000000e+02,1.998766654476917437e-06,2.132308339548104191e-06,1.804877370385484629e-06
4.170000000000000000e+02,1.267078834841895474e-06,2.168530266568835949e-06,3.229284553326634428e-08
4.175000000000000000e+02,1.242096342505494443e-06,1.888846553310171202e-06,5.440058635045158498e-06
4.180000000000000000e+02,1.229476834443230608e-06,1.748925421973625506e-06,5.578894118167063814e-06
4.185000000000000000e+02,1.590406044781853082e-06,2.438114881092969578e-06,3.475751677698661336e-06
4.190000000000000000e+02,1.345836470082248851e-06,1.674232835880892022e-06,2.169412054014778854e-06
4.195000000000000000e+02,1.401276295998571289e-06,5.452883432573329031e-07,5.219819497921707669e-06
4.200000000000000000e+02,5.131632132347149265e-07,1.403659393901109416e-06,3.197022681414213148e-06
4.205000000000000000e+02,4.564681163613521752e-08,2.241296886956989860e-07,1.091679747708488613e-06
4.210000000000000000e+02,2.033707822298459687e-07,1.615647977403443128e-07,1.800317866031966552e-06
4.215000000000000000e+02,5.301342455351725052e-07,8.242485791768418638e-07,4.566484995144138663e-07
4.220000000000000000e+02,1.544548527069139012e-06,2.853048612605447916e-07,1.170715546817515470e-06
4.225000000000000000e+02,1.187869165544757961e-06,5.871665870669538154e-07,3.796060229537550404e-06
4.230000000000000000e+02,1.978326619923275096e-06,4.149164014211900777e-07,1.182188892219594381e-06
4.235000000000000000e+02,1.193639736893659605e-06,1.310515970011118847e-07,2.830689661328678786e-07
4.240000000000000000e+02,1.159742090094935974e-06,1.661338502645954464e-07,1.628006486884683922e-06
4.245000000000000000e+02,2.038143502144428550e-07,1.256332534506042902e-06,1.491098660607590723e-06
4.250000000000000000e+02,7.840012498548902469e-07,3.485708743463670907e-06,5.488655531796730847e-07
4.255000000000000000e+02,2.807857023393905789e-06,3.045667063172037442e-06,1.185171880926646588e-06
4.260000000000000000e+02,2.099371893819203014e-06,1.207841851649743078e-06,2.946846537793739790e-06
4.265000000000000000e+02,9.096804796597248136e-07,4.059900457347325802e-07,9.041236092749566764e-07
4.270000000000000000e+02,3.102328302125698732e-06,2.016865789669756579e-06,4.930670799036487346e-07
4.275000000000000000e+02,2.855018915901079035e-06,3.046287978289984026e-06,3.538531736867602308e-06
4.280000000000000000e+02,6.478996004984196001e-07,8.515972637615971279e-07,6.123672092410991722e-06
4.285000000000000000e+02,3.599022816903188976e-08,4.224229418160286772e-08,4.293649259471674454e-06
4.290000000000000000e+02,2.558321017211811426e-07,2.279509900898234676e-07,2.927843569802530809e-06
4.295000000000000000e+02,1.046314267996814654e-06,1.030744760870539474e-06,2.062549255453870535e-06
4.300000000000000000e+02,8.447916674671828170e-07,8.805099475077028210e-07,3.294127357757112319e-06
4.305000000000000000e+02,7.570274909117787665e-07,9.947780501653734273e-07,2.509041135562689771e-06
4.310000000000000000e+02,3.551942132657851506e-07,1.585858247850588138e-06,5.094222984750339706e-06
4.315000000000000000e+02,1.864148717800340975e-07,5.066230389230616471e-07,8.401665754183774208e-07
4.320000000000000000e+02,8.643577489131373330e-09,2.028607633969715659e-07,3.954521580063936731e-07
4.325000000000000000e+02,1.687490655920019631e-07,1.438824338639662211e-07,2.656331213989140429e-06
4.330000000000000000e+02,3.138920137082070630e-07,1.050849852195954914e-07,7.062734626351777210e-06
4.335000000000000000e+02,7.558868836131296659e-07,3.702401904834197418e-08,3.691315527121504993e-06
4.340000000000000000e+02,6.862753175834715694e-09,4.722927325547341723e-07,5.613704872992688335e-07
4.345000000000000000e+02,9.004855191760995093e-07,1.635598039391050219e-07,3.824246988852854117e-06
4.350000000000000000e+02,1.707809620684160306e-06,3.049916219501342051e-07,1.607928644052582142e-06
4.355000000000000000e+02,1.169482108235298855e-06,5.155512369608056892e-07,9.303362374842742127e-07
4.360000000000000000e+02,1.206727122903948951e-07,5.134894592420670051e-07,4.451258639036139451e-07
4.365000000000000000e+02,1.800206097007875793e-07,5.195689184505514151e-07,5.389675927058212273e-08
4.370000000000000000e+02,9.058954203217922517e-07,5.002331494880283702e-07,1.017910719522715733e-06
4.375000000000000000e+02,9.012154243344412082e-07,1.151272873483155485e-06,3.466061639299838670e-06
4.380000000000000000e+02,4.444462011086855729e-07,2.828084262229249843e-06,9.785962943989225986e-06
4.385000000000000000e+02,5.529868049451905175e-08,3.069102267752204053e-06,1.245999647859166888e-05
4.390000000000000000e+02,5.758350133629677149e-07,1.754527870084444928e-06,5.863063440865713594e-07
4.395000000000000000e+02,1.905304909382359898e-06,8.569088089527002864e-07,3.233767223046273479e-06
4.400000000000000000e+02,3.220546669902894992e-07,3.323297386085494589e-07,9.603502980421543573e-07
4.405000000000000000e+02,1.000856719027492611e-06,2.609433965385440037e-06,2.041174070263029776e-06
4.410000000000000000e+02,2.880171551747038805e-06,5.874901153145493703e-06,3.964973976667080570e-06
4.415000000000000000e+02,1.660753619713539540e-06,3.598625839676088964e-06,3.074447486176233931e-06
4.420000000000000000e+02,1.116426954589400426e-06,4.137237833695112806e-07,1.368293440359630513e-06
4.425000000000000000e+02,3.971833574452827472e-07,6.993649427234154939e-07,4.731198175022027262e-07
4.430000000000000000e+02,6.832460665447804668e-07,1.127587123267236771e-06,2.470349553089368708e-06
4.435000000000000000e+02,8.258273890846353554e-07,1.996908888022992652e-06,1.813690712812622735e-06
4.440000000000000000e+02,1.816024330196597832e-08,2.105335000249675136e-06,1.043389233980400877e-06
4.445000000000000000e+02,6.727820307966977746e-07,2.459763550670699175e-06,1.880539551454559585e-07
4.450000000000000000e+02,6.494094966667809888e-08,2.371982938065034824e-06,2.669382011503589761e-06
4.455000000000000000e+02,9.182065854742822431e-08,2.398737415619090761e-06,3.260527765147743066e-06
4.460000000000000000e+02,6.637672570530918362e-07,2.870000780231484279e-06,2.796920367517811717e-06
4.465000000000000000e+02,4.041842429942986173e-06,3.103698984744424381e-06,1.748938931353548987e-06
4.470000000000000000e+02,1.087877552694030301e-06,2.725447716276422072e-06,2.114695324326800381e-06
4.475000000000000000e+02,9.684938546277493155e-07,2.609887091537588163e-06,4.624849208848134888e-06
4.480000000000000000e+02,2.525344724363140194e-06,6.133146107749461797e-07,5.035688513675878997e-06
4.485000000000000000e+02,1.953917082988838087e-06,4.034677627066532045e-07,5.073190327371888270e-06
4.490000000000000000e+02,3.152306265055139137e-07,7.536975792086173311e-09,4.604324443589883011e-06
4.495000000000000000e+02,7.743606887148830634e-07,5.558807785880094135e-07,2.230866211408402055e-06
4.500000000000000000e+02,1.094883179790402401e-06,6.078420260004395168e-07,2.351773289379809217e-06
4.505000000000000000e+02,1.118462172221162594e-06,1.753993405580681281e-06,2.407064975148004082e-06
4.510000000000000000e+02,1.232110327568225814e-06,2.429362675656336402e-06,4.774011927116308754e-07
4.515000000000000000e+02,8.878750158380298368e-07,7.440783954508494635e-07,3.900818292686448375e-07
4.520000000000000000e+02,2.954256868303939780e-08,1.158929828636301559e-08,5.348361755881871812e-07
4.525000000000000000e+02,1.270984432992790429e-06,2.615333742405904411e-07,7.358750602308286026e-06
4.530000000000000000e+02,1.197642898712954990e-06,7.317517588347506212e-08,4.680158642316577080e-06
4.535000000000000000e+02,1.220102968286092994e-07,3.369967778262334925e-07,4.786510419423467248e-08
4.540000000000000000e+02,6.870797909953943825e-07,1.823224756218174601e-07,7.798464284030818018e-07
4.545000000000000000e+02,4.244357871617683354e-07,1.888730398938418234e-07,5.322393375591133563e-07
4.550000000000000000e+02,6.056760281646183641e-08,7.019864344306262923e-07,6.951027068636651733e-07
4.555000000000000000e+02,1.638300104076938973e-06,6.922150241364757377e-07,4.771224291656787096e-06
4.560000000000000000e+02,2.537856741842144269e-06,1.195388280816785262e-06,7.013599017732305085e-06
4.565000000000000000e+02,7.179436022262742891e-07,1.248562188968313931e-06,2.548061296299926429e-07
4.570000000000000000e+02,2.716066623181578532e-08,5.595113525348830879e-07,2.759052620420460856e-06
4.575000000000000000e+02,1.148690371860920284e-06,9.331565174081521869e-08,1.468094320078184225e-06
4.580000000000000000e+02,6.284484616377429860e-07,1.880789176033601662e-07,3.975894365435808735e-07
4.585000000000000000e+02,1.314487064923936433e-10,2.201354877567512404e-06,2.127894326667168413e-06
4.590000000000000000e+02,2.667806559408817338e-08,2.219759515736394887e-06,9.066560562848265617e-07
4.595000000000000000e+02,2.969407902589490010e-07,4.483425672239522795e-07,2.907747787634596707e-07
4.600000000000000000e+02,8.783198265864735923e-07,1.920869926670680334e-06,1.776093408991823957e-06
4.605000000000000000e+02,1.598166209215799149e-06,2.489127198473810539e-06,2.344731339379634283e-06
4.610000000000000000e+02,5.607471023797818973e-07,1.069961459307049422e-06,6.246615968018184049e-06
4.615000000000000000e+02,4.253203809156790399e-07,4.047111054311741416e-07,9.637255764297120609e-06
4.620000000000000000e+02,2.884183322932038331e-06,1.329793041979048873e-07,5.475335646519083641e-06
4.625000000000000000e+02,9.670122773886513032e-07,5.686225346996420140e-08,3.239265850202252041e-07
4.630000000000000000e+02,5.860213189049191979e-07,5.511364323363916421e-07,4.740604987567943602e-06
4.635000000000000000e+02,3.033182673449673554e-07,2.270613342794844522e-06,1.607444241153338723e-06
4.640000000000000000e+02,1.358789849907862765e-06,5.266129102375414927e-07,1.669252779918713075e-06
4.645000000000000000e+02,3.892589522094618143e-07,1.055097327599446709e-06,1.440304833201991373e-06
4.650000000000000000e+02,4.382967886953177948e-09,1.775541277337772708e-06,6.115592393709028605e-07
4.655000000000000000e+02,7.640587811746444154e-09,4.856583970302992464e-07,3.602514866710230938e-06
4.660000000000000000e+02,1.246964909923005513e-07,2.532461080826802472e-07,3.478428160062633953e-06
4.665000000000000000e+02,4.560141833929414414e-07,1.560986829743650818e-06,1.211643924793092045e-06
4.670000000000000000e+02,3.626765633813940433e-07,1.226196296378246287e-06,4.667437308229024480e-08
4.675000000000000000e+02,5.763649302099479659e-07,7.695623537791400033e-07,4.746867746395336452e-06
4.680000000000000000e+02,1.726938879067819851e-06,2.341923590168990904e-06,3.550140087556332877e-06
4.685000000000000000e+02,1.488979502128729238e-07,4.311383587699984844e-07,1.397820049422349446e-06
4.690000000000000000e+02,2.376260118622311271e-06,4.280090649895346189e-07,1.632594684383370851e-07
4.695000000000000000e+02,3.297940709746033143e-06,3.436421327674128329e-07,3.522010697204853288e-06
4.700000000000000000e+02,5.557946439874472767e-07,1.413096901037347326e-06,8.621651325641287277e-07
4.705000000000000000e+02,3.390886368366856221e-07,5.475665090158761224e-06,5.839362566421652547e-08
4.710000000000000000e+02,1.200029915181763042e-06,3.831354373331611540e-06,5.709656909644646084e-07
4.715000000000000000e+02,6.758241902953389266e-07,1.272808858536816196e-07,2.425308703173631812e-06
4.720000000000000000e+02,4.379129632003042172e-07,3.539411881139556885e-06,1.442006164930098121e-06
4.725000000000000000e+02,1.066120547895892288e-06,2.607497859161856970e-06,2.233552104172118784e-06
4.730000000000000000e+02,1.301793451539594329e-07,3.280528411089785824e-07,4.828705312322775278e-06
4.735000000000000000e+02,4.953556583783705926e-08,6.279312989144303353e-08,1.671477060191432211e-06
4.740000000000000000e+02,5.107596052719189095e-07,3.264434138391509314e-07,2.959628594474334078e-07
4.745000000000000000e+02,5.194915845393677676e-08,2.007149856819504618e-06,3.183135242862001931e-06
4.750000000000000000e+02,1.538687806559618579e-06,2.043919912849890254e-06,6.992609849918435516e-06
4.755000000000000000e+02,1.572942376058786831e-06,7.092788781042310724e-07,5.141389687631230961e-06
4.760000000000000000e+02,1.336390247544313020e-06,2.597799491238848562e-07,8.591012259698140325e-07
4.765000000000000000e+02,4.230268055559309116e-07,3.736930730514532116e-07,7.618339313856620474e-07
4.770000000000000000e+02,5.354189643616009725e-07,3.164014937982150144e-07,2.059576468457948280e-06
4.775000000000000000e+02,1.556909483722541299e-07,1.179282552043252654e-07,3.833413347259903627e-07
4.780000000000000000e+02,9.332463067725523502e-07,5.923474610672027817e-07,1.611322617611207456e-06
4.785000000000000000e+02,1.774621080296641041e-06,1.625445792718809333e-06,2.337426021528582552e-06
4.790000000000000000e+02,8.466300277027237821e-07,4.615345247646538352e-07,2.293811753778617756e-07
4.795000000000000000e+02,5.313711605985230084e-07,9.753148594496152397e-08,8.720420645213184859e-07
4.800000000000000000e+02,2.831279125392789805e-06,4.904747484253372656e-07,3.042318544619301264e-07
